COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,公司简称,股票代码,地区,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B_STOCK_CODE,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,证监会行业,COMPANY_CODE,公司全称,上市日期,REG_PROVINCE,STATE_CODE_B_DESC,INVESTOR_PHONE,IS_VOTE_DIFF,STATUS_A,LEGAL_REPRESENTATIVE,SECURITY_ABBR_B_FULL,SEC_TYPE,PROFIT_FLAG,SMALL_CLASS_NAME,STATE_CODE_A_DESC,OTHER_CODE,CSRC_GREAT_CODE,OFFICE_ZIP,SECURITY_ABBR_A_CN,SECURITY_30_DESC,E_MAIL_ADDRESS,证监会大类行业,FOREIGN_LISTING_ADDRESS,FOREIGN_LISTING_DESC,CHANGEABLE_BOND_CODE,REG_CITY,B_LIST_DATE,OTHER_ABBR,NAME,英文全称,REG_ADDRESS,SECURITY_ABBR_B_CN,CHANGEABLE_BOND_ABBR,OFFICE_ADDRESS,TOTAL_DOMESTIC_VOL,A_LIMIT_VOL,TRADE_DATE,B_VOL,SPECIAL_VOL,TOTAL_UNLIMIT_VOL,A_UNLIMIT_VOL,CDR_VOL
XINGTU XINKE,8,2,兴图新科,688081,湖北省,-,71,兴图新科,湖北省,"Wuhan Xingtu Xinke Electronics Co.,Ltd.",兴图新科,2,-,4,20200106,C,   D  F  NY         ,制造业,688081,武汉兴图新科电子股份有限公司,20200106,420000,-,027-87179175,N,   D  F  NY         ,程家明                        ,-,科创A,Y,新一代信息技术,上市,-,39,430223,兴图新科,-,xingtu@xingtu.com,计算机、通信和其他电子设备制造业,-,-,-,420100,-,-,姚小华,"Wuhan Xingtu Xinke Electronics Co.,Ltd.",湖北省武汉市东湖新技术开发区华中科技大学科技园现代服务业示范基地二期5号楼4-9层,-,-,湖北省武汉市东湖新技术开发区华中科技大学科技园现代服务业示范基地二期5号楼4-9层,10304.00,0.00,20250902,0.00,-,10304.00,10304.00,0.00
ACMSH,8,2,盛美上海,688082,上海市,-,72,盛美上海,上海市,"ACM RESEARCH(SHANGHAI),INC.",盛美上海半导体,2,-,4,20211118,C,   D  F  NY         ,制造业,688082,盛美半导体设备(上海)股份有限公司,20211118,310000,-,021-50276506,N,   D  F  NY         ,HUI WANG                      ,-,科创A,Y,新一代信息技术,上市,-,35,201203,盛美上海,-,ir@acmrcsh.com,专用设备制造业,-,-,-,310000,-,-,罗明珠,"ACM RESEARCH(SHANGHAI),INC.","上海市浦东新区自由贸易试验区丹桂路999弄5,6,7,8号全幢",-,-,中国（上海）自由贸易试验区丹桂路999弄B2栋,44129.12,518.37,20250902,0.00,-,43610.75,43610.75,0.00
ZWSOFT,8,2,中望软件,688083,广东省,-,73,中望软件,广东省,"Zwsoft Co.,Ltd.(Guangzhou)",中望软件,2,-,4,20210311,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688083,广州中望龙腾软件股份有限公司,20210311,440000,-,020-38289780-838,N,   D  F  NY         ,杜玉林                        ,-,科创A,Y,新一代信息技术,上市,-,65,510660,中望软件,-,ir@zwsoft.com,软件和信息技术服务业,-,-,-,440100,-,-,字应坤,"Zwsoft Co.,Ltd.(Guangzhou)",广东省广州市天河区天坤四路118号,-,-,广州市天河区天坤四路118号中望大厦,16958.45,0.00,20250902,0.00,-,16958.45,16958.45,0.00
JINGPINTEZHUANG,8,2,晶品特装,688084,北京市,-,74,晶品特装,北京市,"BEIJING JINGPINTEZHUANG SCIENCE AND TECHNOLOGY CO.,LTD",晶品特装,2,-,4,20221208,C,   D  F  NY         ,制造业,688084,北京晶品特装科技股份有限公司,20221208,110000,-,010-80110912,N,   D  F  NY         ,陈波                          ,-,科创A,Y,高端装备,上市,-,35,102200,晶品特装,-,jptz_ir@163.com,专用设备制造业,-,-,-,110000,-,-,刘鹏,"BEIJING JINGPINTEZHUANG SCIENCE AND TECHNOLOGY CO.,LTD",北京市昌平区创新路15号,-,-,北京市昌平区创新路15号,7565.91,3880.98,20250902,0.00,-,3684.93,3684.93,0.00
SANYOU MEDICAL,8,2,三友医疗,688085,上海市,-,75,三友医疗,上海市,"Shanghai Sanyou Medical Co., Ltd.",三友医疗,2,-,4,20200409,C,   D  F  NY         ,制造业,688085,上海三友医疗器械股份有限公司,20200409,310000,-,021-58266088,N,   D  F  NY         ,徐农                          ,-,科创A,Y,生物医药,上市,-,35,201815,三友医疗,-,ir@sanyou-medical.com,专用设备制造业,-,-,-,310000,-,-,David Fan（范湘龙）,"Shanghai Sanyou Medical Co., Ltd.",上海市嘉定区嘉定工业区汇荣路385号,-,-,上海市嘉定区汇荣路385号,33346.25,3531.83,20250902,0.00,-,29814.42,29814.42,0.00
INTCO RECYCLING,8,2,英科再生,688087,山东省,-,76,英科再生,山东省,"INTCO RECYCLING RESOURCES CO., LTD.",英科再生,2,-,4,20210709,C,   D  F  NY         ,制造业,688087,英科再生资源股份有限公司,20210709,370000,-,0533-6097778,N,   D  F  NY         ,刘方毅                        ,-,科创A,Y,新材料,上市,-,42,255400,英科再生,-,Board@intco.com.cn,废弃资源综合利用业,-,-,-,370300,-,-,徐纹纹,"INTCO RECYCLING RESOURCES CO., LTD.",山东省淄博市临淄区齐鲁化学工业园清田路,-,-,淄博市临淄区齐鲁化学工业园清田路,19405.48,780.93,20250902,0.00,-,18624.55,18624.55,0.00
ARCSOFT,8,2,虹软科技,688088,浙江省,-,77,虹软科技,浙江省,ArcSoft Corporation Limited,虹软科技,2,-,4,20190722,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688088,虹软科技股份有限公司,20190722,330000,-,021-52980418,N,   D  F  NY         ,邓晖                          ,-,科创A,Y,新一代信息技术,上市,-,65,200030,虹软科技,-,invest@arcsoft.com,软件和信息技术服务业,-,-,-,330100,-,-,蒿惠美,ArcSoft Corporation Limited,浙江省杭州市滨江区长河街道滨兴路392号(虹软大厦)19楼,-,-,上海市徐汇区龙兰路277号东航滨江中心T2座15层,40117.04,0.00,20250902,0.00,-,40117.04,40117.04,0.00
CABIO,8,2,嘉必优,688089,湖北省,-,78,嘉必优,湖北省,"Cabio Biotech(Wuhan) Co., Ltd.",嘉必优生物,2,-,4,20191219,C,   D  F  NY         ,制造业,688089,嘉必优生物技术(武汉)股份有限公司,20191219,420000,-,027-6552 0286,N,   D  F  NY         ,易德伟                        ,-,科创A,Y,生物医药,上市,-,14,430072,嘉必优,-,zqb@cabio.cn,食品制造业,-,-,-,420100,-,-,易华荣,"Cabio Biotech(Wuhan) Co., Ltd.",湖北省武汉市东湖新技术开发区高新大道999号,-,-,武汉市东湖新技术开发区高新大道999号未来科技城C2栋503室,16830.91,0.00,20250902,0.00,-,16830.91,16830.91,0.00
RISONG,8,2,瑞松科技,688090,广东省,-,79,瑞松科技,广东省,"Guangzhou Risong Intelligent Technology Holding Co., Ltd.",瑞松科技,2,-,4,20200217,C,   D  F  NY         ,制造业,688090,广州瑞松智能科技股份有限公司,20200217,440000,-,020-66309188-882,N,   D  F  NY         ,孙志强                        ,-,科创A,Y,高端装备,上市,-,34,510535,瑞松科技,-,ir@risongtc.com,通用设备制造业,-,-,-,440100,-,-,陈雅依,"Guangzhou Risong Intelligent Technology Holding Co., Ltd.",广东省广州市黄埔区瑞祥路188号,-,-,广州市黄埔区瑞祥路188号,12237.01,0.00,20250902,0.00,-,12237.01,12237.01,0.00
SHANGHAI YIZHONG,8,2,上海谊众,688091,上海市,-,80,上海谊众,上海市,"Shanghai Yizhong Pharmaceutical Co., Ltd.",上海谊众药业,2,-,4,20210909,C,   D  F  NY         ,制造业,688091,上海谊众药业股份有限公司,20210909,310000,-,-,N,   D  F  NY         ,周劲松                        ,-,科创A,N,生物医药,上市,-,27,201400,上海谊众,-,info@yizhongpharma.com,医药制造业,-,-,-,310000,-,-,方舟,"Shanghai Yizhong Pharmaceutical Co., Ltd.",上海市奉贤区仁齐路79号,-,-,上海市奉贤区仁齐路79号,20670.36,0.00,20250902,0.00,-,20670.36,20670.36,0.00
IECHO,8,2,爱科科技,688092,浙江省,-,81,爱科科技,浙江省,"Hangzhou Iecho Science & Technology Co., Ltd.",爱科科技股份,2,-,4,20210319,C,   D  F  NY         ,制造业,688092,杭州爱科科技股份有限公司,20210319,330000,-,0571-86609578,N,   D  F  NY         ,方云科                        ,-,科创A,Y,高端装备,上市,-,34,-,爱科科技,-,office@iechosoft.com,通用设备制造业,-,-,-,330100,-,-,石鑫,"Hangzhou Iecho Science & Technology Co., Ltd.",浙江省杭州市滨江区伟业路1号1幢,-,-,杭州市滨江区伟业路1号1幢,8269.07,0.00,20250902,0.00,-,8269.07,8269.07,0.00
SHIHUA,8,2,世华科技,688093,江苏省,-,82,世华科技,江苏省,"Suzhou Shihua New Material Technology Co., Ltd.",世华科技,2,-,4,20200930,C,   D  F  NY         ,制造业,688093,苏州世华新材料科技股份有限公司,20200930,320000,-,0512-63190989,N,   D  F  NY         ,顾正青                        ,-,科创A,Y,新材料,上市,-,39,215200,世华科技,-,zhengquan@shihua-group.com,计算机、通信和其他电子设备制造业,-,-,-,320500,-,-,计毓雯,"Suzhou Shihua New Material Technology Co., Ltd.",江苏省苏州市吴江经济技术开发区大光路168号,-,-,苏州市吴江经济技术开发区大光路168号,26263.13,0.00,20250902,0.00,-,26263.13,26263.13,0.00
FOXIT SOFTWARE,8,2,福昕软件,688095,福建省,-,83,福昕软件,福建省,"Fujian Foxit Software Development Joint Stock Co.,Ltd.",福昕软件开发,2,-,4,20200908,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688095,福建福昕软件开发股份有限公司,20200908,350000,-,0591-38509866,N,   D  F  NY         ,熊雨前                        ,-,科创A,Y,新一代信息技术,上市,-,65,350003,福昕软件,-,boardoffice@foxitsoftware.cn,软件和信息技术服务业,-,-,-,350100,-,-,李蔚岚,"Fujian Foxit Software Development Joint Stock Co.,Ltd.",福建省福州市鼓楼区软件大道89号福州软件园G区5号楼,-,-,福州市鼓楼区软件大道89号福州软件园G区5号楼,9143.95,0.00,20250902,0.00,-,9143.95,9143.95,0.00
JIANGSU JINGYUAN ENVIRONMENTAL PROTECTION,8,2,京源环保,688096,江苏省,-,84,京源环保,江苏省,"Jiangsu Jingyuan Environmental Protection Co.,Ltd.",江苏京源环保,2,-,4,20200409,C,   D  F  NY         ,制造业,688096,江苏京源环保股份有限公司,20200409,320000,-,0513-85332929,N,   D  F  NY         ,李武林                        ,-,科创A,Y,节能环保,上市,118016,35,226014,京源环保,-,jsjy@jsjyep.com,专用设备制造业,-,-,118016,320600,-,京源转债,苏海娟,"Jiangsu Jingyuan Environmental Protection Co.,Ltd.",江苏省南通市崇川区通欣路109号,-,京源转债,南通市崇川区通欣路109号,23603.76,0.00,20250902,0.00,-,23603.76,23603.76,0.00
BOZHON,8,2,博众精工,688097,江苏省,-,85,博众精工,江苏省,"BOZHON PRECISION INDUSTRY TECHNOLOGY CO.,LTD.",博众精工科技,2,-,4,20210512,C,   D  F  NY         ,制造业,688097,博众精工科技股份有限公司,20210512,320000,-,0512-63931738,N,   D  F  NY         ,吕绍林                        ,-,科创A,Y,高端装备,上市,-,35,215200,博众精工,-,zhengquanbu@bozhon.com,专用设备制造业,-,-,-,320500,-,-,余军,"BOZHON PRECISION INDUSTRY TECHNOLOGY CO.,LTD.",江苏省苏州市吴江区经济技术开发区湖心西路666号,-,-,吴江经济技术开发区湖心西路666号,44664.78,163.90,20250902,0.00,-,44500.88,44500.88,0.00
SHEN LIAN BIOMEDICAL,8,2,申联生物,688098,上海市,-,86,申联生物,上海市,Shanghai Shen Lian Biomedical Corporation,申联生物医药,2,-,4,20191028,C,   D  F  NY         ,制造业,688098,申联生物医药(上海)股份有限公司,20191028,310000,-,021-61255101,N,   D  F  NY         ,聂东升                        ,-,科创A,Y,生物医药,上市,-,27,200241,申联生物,-,slsw@slbio.com.cn,医药制造业,-,-,-,310000,-,-,於海霞,Shanghai Shen Lian Biomedical Corporation,上海市闵行区江川东路48号,-,-,上海市闵行区江川东路48号 ,41064.40,0.00,20250902,0.00,-,41064.40,41064.40,0.00
AMLOGIC,8,2,晶晨股份,688099,上海市,-,87,晶晨股份,上海市,"Amlogic (Shanghai) Co.,Ltd.",晶晨半导体,2,-,4,20190808,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688099,晶晨半导体(上海)股份有限公司,20190808,310000,-,021-38165066,N,   D  F  NY         ,John Zhong                    ,-,科创A,Y,新一代信息技术,上市,-,65,201315,晶晨股份,-,ir@amlogic.com,软件和信息技术服务业,-,-,-,310000,-,-,余莉,"Amlogic (Shanghai) Co.,Ltd.",上海市浦东新区自由贸易试验区春晓路350号南楼406室,-,-,上海市浦东新区秀浦路2555号漕河泾康桥商务绿洲E5,42110.13,0.00,20250902,0.00,-,42110.13,42110.13,0.00
WILLFAR,8,2,威胜信息,688100,湖南省,-,88,威胜信息,湖南省,"Willfar Information Technology Co., Ltd.",威胜信息,2,-,4,20200121,C,   D  F  NY         ,制造业,688100,威胜信息技术股份有限公司,20200121,430000,-,0731-88619798,N,   D  F  NY         ,吉喆                          ,-,科创A,Y,新一代信息技术,上市,-,39,410205,威胜信息,-,tzzgx@willfar.com,计算机、通信和其他电子设备制造业,-,-,-,430100,-,-,钟喜玉,"Willfar Information Technology Co., Ltd.",湖南省长沙市长沙高新技术产业开发区桐梓坡西路468号,-,-,湖南省长沙高新技术产业开发区桐梓坡西路468号,49168.52,0.00,20250902,0.00,-,49168.52,49168.52,0.00
SUNTAR,8,2,三达膜,688101,陕西省,-,89,三达膜,陕西省,"Suntar Environmental Technology Co., Ltd.",三达膜环境技术,2,-,4,20191115,C,   D  F  NY         ,制造业,688101,三达膜环境技术股份有限公司,20191115,610000,-,0592-6778016,N,   D  F  NY         ,CHEN NI                       ,-,科创A,Y,节能环保,上市,-,35,361022,三达膜,-,ir@suntar.com,专用设备制造业,-,-,-,610600,-,-,张靖霄,"Suntar Environmental Technology Co., Ltd.",陕西省延安市宝塔区圣烯石墨烯膜产业园,-,-,福建省厦门市集美区杏林锦亭北路66号,33201.21,0.00,20250902,0.00,-,33201.21,33201.21,0.00
SIRUI,8,2,斯瑞新材,688102,陕西省,-,90,斯瑞新材,陕西省,"SHAANXI SIRUI ADVANCED MATERIALS CO.,LTD.",陕西斯瑞新材股份,2,-,4,20220316,C,   D  F  NY         ,制造业,688102,陕西斯瑞新材料股份有限公司,20220316,610000,-,029-81138188,N,   D  F  NY         ,王文斌                        ,-,科创A,Y,新材料,上市,-,32,710077,斯瑞新材,-,sirui-advanced-materials@sirui.net.cn,有色金属冶炼和压延加工业,-,-,-,610100,-,-,徐润升,"SHAANXI SIRUI ADVANCED MATERIALS CO.,LTD.",陕西省西安市高新区丈八七路12号,-,-,陕西省西安市高新区丈八七路 12 号,73147.37,0.00,20250902,0.00,-,73147.37,73147.37,0.00
"GLVAC CO.,LTD.",8,2,国力股份,688103,江苏省,-,91,国力股份,江苏省,"KUNSHAN GLVAC ELECTRONIC TECHNOLOGY CO.,LTD.",国力股份,2,-,4,20210910,C,   D  F  NY         ,制造业,688103,昆山国力电子科技股份有限公司,20210910,320000,-,0512-36915759,N,   D  F  NY         ,尹剑平                        ,-,科创A,Y,新一代信息技术,上市,118035,39,215300,国力股份,-,securities@glvac.cn,计算机、通信和其他电子设备制造业,-,-,118035,320500,-,国力转债,张雪梅,"KUNSHAN GLVAC ELECTRONIC TECHNOLOGY CO.,LTD.",江苏省苏州市昆山市开发区西湖路28号,-,国力转债,昆山开发区西湖路28号,9531.55,0.00,20250902,0.00,-,9531.55,9531.55,0.00
VAZYME,8,2,诺唯赞,688105,江苏省,-,92,诺唯赞,江苏省,"NANJING VAZYME BIOTECH CO., LTD.",诺唯赞生物,2,-,4,20211115,M,   D  F  NY         ,科学研究和技术服务业,688105,南京诺唯赞生物科技股份有限公司,20211115,320000,-,025-85771179,N,   D  F  NY         , 曹林                         ,-,科创A,Y,生物医药,上市,-,73,210000,诺唯赞,-,irm@vazyme.com,研究和试验发展,-,-,-,320100,-,-,黄金,"NANJING VAZYME BIOTECH CO., LTD.",江苏省南京市南京经济技术开发区科创路红枫科技园C1-2栋东段1-6层,-,-,南京经济技术开发区科创路红枫科技园D2栋,39773.45,0.00,20250902,0.00,-,39773.45,39773.45,0.00
JINHONG GAS,8,2,金宏气体,688106,江苏省,-,93,金宏气体,江苏省,"JINHONG GAS CO., LTD.",金宏气体,2,-,4,20200616,C,   D  F  NY         ,制造业,688106,金宏气体股份有限公司,20200616,320000,-,0512-65789892,N,   D  F  NY         ,金向华                        ,-,科创A,Y,新一代信息技术,上市,118038,26,215152,金宏气体,-,dongmi@jinhonggroup.com,化学原料和化学制品制造业,-,-,118038,320500,-,金宏转债,陈莹,"JINHONG GAS CO., LTD.",江苏省苏州市相城区黄埭镇潘阳工业园安民路,-,金宏转债,苏州市相城区黄埭镇潘阳工业园安民路6号,48197.75,0.00,20250902,0.00,-,48197.75,48197.75,0.00
ANLOGIC,8,2,安路科技,688107,上海市,-,94,安路科技,上海市,"SHANGHAI ANLOGIC INFOTECH CO., LTD.",安路科技,2,-,4,20211112,C,   D  F  NY         ,制造业,688107,上海安路信息科技股份有限公司,20211112,310000,-,021-61633787,N,   D  F  NY         ,谢文录                        ,-,科创A,N,新一代信息技术,上市,-,39,-,安路科技,-,public@anlogic.com,计算机、通信和其他电子设备制造业,-,-,-,310000,-,-,吴浩然,"SHANGHAI ANLOGIC INFOTECH CO., LTD.",上海市虹口区纪念路500号5幢202室,-,-,上海浦东中科路1867号C座11-12层,40084.94,0.00,20250902,0.00,-,40084.94,40084.94,0.00
SINOMED,8,2,赛诺医疗,688108,天津市,-,95,赛诺医疗,天津市,Sino Medical Sciences Technology Inc.,赛诺医疗科学,2,-,4,20191030,C,   D  F  NY         ,制造业,688108,赛诺医疗科学技术股份有限公司,20191030,120000,-,022-59862999,N,   D  F  NY         ,孙箭华                        ,-,科创A,Y,生物医药,上市,-,35,300457,赛诺医疗,-,ir@sinomed.com,专用设备制造业,-,-,-,120000,-,-,黄凯,Sino Medical Sciences Technology Inc.,天津市天津开发区第四大街5号泰达生物医药研发大厦B区2层,-,-,天津开发区第四大街5号泰达生物医药研发大厦B区2层,41604.80,0.00,20250902,0.00,-,41604.80,41604.80,0.00
PINMING TECHNOLOGY,8,2,品茗科技,688109,浙江省,-,96,品茗科技,浙江省,"PINMING TECHNOLOGY CO., LTD.",品茗科技,2,-,4,20210330,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688109,品茗科技股份有限公司,20210330,330000,-,0571-56665700,N,   D  F  NY         ,李军                          ,-,科创A,Y,新一代信息技术,上市,-,65,310012,品茗科技,-,ir@pinming.cn,软件和信息技术服务业,-,-,-,330100,-,-,高志鹏,"PINMING TECHNOLOGY CO., LTD.",浙江省杭州市西湖区西斗门路3号天堂软件园B幢5楼C座,-,-,杭州市西湖区西斗门路 3 号天堂软件园 B 幢 5 楼 C 座,7884.23,0.00,20250902,0.00,-,7884.23,7884.23,0.00
DOSILICON,8,2,东芯股份,688110,上海市,-,97,东芯股份,上海市,"DOSILICON CO., LTD.",东芯股份,2,-,4,20211210,C,   D  F  NY         ,制造业,688110,东芯半导体股份有限公司,20211210,310000,-,021-61369022,N,   D  F  NY         ,蒋学明                        ,-,科创A,Y,新一代信息技术,上市,-,39,201700,东芯股份,-,contact@dosilicon.com,计算机、通信和其他电子设备制造业,-,-,-,310000,-,-,蒋雨舟,"DOSILICON CO., LTD.",上海市青浦区赵巷镇沪青平公路2875号3幢13层B区1336室,-,-,上海市青浦区徐泾镇诸光路1588弄虹桥世界中心L4A-F5,44224.98,0.00,20250902,0.00,-,44224.98,44224.98,0.00
KINGSOFT OFFICE,8,2,金山办公,688111,北京市,-,98,金山办公,北京市,"Beijing Kingsoft Office Software, Inc.",金山办公,2,-,4,20191118,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688111,北京金山办公软件股份有限公司,20191118,110000,-,010-62927777,N,   D  F  NY         ,邹涛                          ,-,科创A,Y,新一代信息技术,上市,-,65,100085,金山办公,是,ir@wps.cn,软件和信息技术服务业,-,-,-,110000,-,-,潘磊,"Beijing Kingsoft Office Software, Inc.",北京市海淀区小营西路33号2层02层,-,-,北京市海淀区小营西路33号,46317.93,0.00,20250902,0.00,-,46317.93,46317.93,0.00
SIGLENT,8,2,鼎阳科技,688112,广东省,-,99,鼎阳科技,广东省,"SIGLENT TECHNOLOGIES CO., LTD.",鼎阳科技,2,-,4,20211201,C,   D  F  NY         ,制造业,688112,深圳市鼎阳科技股份有限公司,20211201,440000,-,0755-26616618,N,   D  F  NY         ,秦轲                          ,-,科创A,Y,高端装备,上市,-,40,518101,鼎阳科技,-,zqb@siglent.com,仪器仪表制造业,-,-,-,440300,-,-,刘厚军,"SIGLENT TECHNOLOGIES CO., LTD.","广东省深圳市宝安区新安街道兴东社区68区安通达工业厂区5栋办公楼1层-4层,4栋厂房3层-4层(一照多址企业)",-,-,深圳市宝安区新安街道兴东社区68区安通达工业1区5栋办公楼1层-4层、4栋厂房3层-4层,15920.00,0.00,20250902,0.00,-,15920.00,15920.00,0.00
LIANCE TECHNOLOGY,8,2,联测科技,688113,江苏省,-,100,联测科技,江苏省,"Jiangsu Liance Electromechanical Technology Co., Ltd.",联测科技,2,-,4,20210506,C,   D  F  NY         ,制造业,688113,江苏联测机电科技股份有限公司,20210506,320000,-,0513-85636573,N,   D  F  NY         ,赵爱国                        ,-,科创A,Y,高端装备,上市,-,35,226200,联测科技,-,zqsw@qdceqi.com,专用设备制造业,-,-,-,320600,-,-,何平,"Jiangsu Liance Electromechanical Technology Co., Ltd.",江苏省南通市启东市人民西路2368-2370号,-,-,启东市人民西路2368-2370号,6439.76,0.00,20250902,0.00,-,6439.76,6439.76,0.00
MGI,8,2,华大智造,688114,广东省,-,101,华大智造,广东省,"MGI TECH CO., LTD.",华大智造,2,-,4,20220909,C,   D  F  NY         ,制造业,688114,深圳华大智造科技股份有限公司,20220909,440000,-,0755-36352505,N,   D  F  NY         ,牟峰                          ,-,科创A,Y,生物医药,上市,-,35,518083,华大智造,-,MGI_IR@mgi-tech.com,专用设备制造业,-,-,-,440300,-,-,彭欢欢,"MGI TECH CO., LTD.",广东省深圳市盐田区北山工业区综合楼及11栋2楼,-,-,深圳市盐田区北山工业区综合楼及11栋2楼,41651.62,20358.37,20250902,0.00,-,21293.25,21293.25,0.00
SMARTGIANT,8,2,思林杰,688115,广东省,-,102,思林杰,广东省,"SMARTGIANT TECHNOLOGY CO., LTD.",思林杰科技,2,-,4,20220314,C,   D  F  NY         ,制造业,688115,广州思林杰科技股份有限公司,20220314,440000,-,020-39184660,N,   D  F  NY         ,周茂林                        ,-,科创A,Y,高端装备,上市,-,40,511450,思林杰,-,dm@smartgiant.com,仪器仪表制造业,-,-,-,440100,-,-,陈梦媛,"SMARTGIANT TECHNOLOGY CO., LTD.","广东省广州市番禺区石碁镇亚运大道1003号2号楼101,201,301,401,501",-,-,广州市番禺区石碁镇亚运大道1003号2号楼,6667.00,2453.05,20250902,0.00,-,4213.95,4213.95,0.00
CNANO,8,2,天奈科技,688116,江苏省,-,103,天奈科技,江苏省,"Jiangsu Cnano Technology Co.,Ltd.",天奈科技,2,-,4,20190925,C,   D  F  NY         ,制造业,688116,江苏天奈科技股份有限公司,20190925,320000,-,0511-81988986,N,   D  F  NY         ,TAO ZHENG                     ,-,科创A,Y,节能环保,上市,118005,26,212000,天奈科技,-,caiyl@cnanotechnology.com,化学原料和化学制品制造业,-,-,118005,321100,-,天奈转债,蔡永略,"Jiangsu Cnano Technology Co.,Ltd.",江苏省镇江市镇江新区青龙山路113号,-,天奈转债,江苏省镇江市京口区青龙山路113号,36641.58,2167.43,20250902,0.00,-,34474.15,34474.15,0.00
SHENGNUO BIOLOGY,8,2,圣诺生物,688117,四川省,-,104,圣诺生物,四川省,"CHENGDU SHENG NUO BIOTEC CO.,LTD.",圣诺生物,2,-,4,20210603,C,   D  F  NY         ,制造业,688117,成都圣诺生物科技股份有限公司,20210603,510000,-,028-88203615,N,   D  F  NY         ,文永均                        ,-,科创A,Y,生物医药,上市,-,27,611330,圣诺生物,-,snkj@snbiopharm.com,医药制造业,-,-,-,510100,-,-,余啸海,"CHENGDU SHENG NUO BIOTEC CO.,LTD.",四川省成都市大邑县大安路98号,-,-,四川省成都市大邑县晋原镇工业大道一段258号,15738.60,0.00,20250902,0.00,-,15738.60,15738.60,0.00
PRIMETON,8,2,普元信息,688118,上海市,-,105,普元信息,上海市,"Primeton Information Technologies, Inc.",普元信息,2,-,4,20191204,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688118,普元信息技术股份有限公司,20191204,310000,-,021-50805188,N,   D  F  NY         ,刘亚东                        ,-,科创A,Y,新一代信息技术,上市,-,65,200120,普元信息,-,info@primeton.com,软件和信息技术服务业,-,-,-,310000,-,-,张琴芳,"Primeton Information Technologies, Inc.",中国（上海）自由贸易试验区学林路36弄26号,-,-,中国（上海）自由贸易试验区学林路36弄研创园26号（17号楼）,9181.76,0.00,20250902,0.00,-,9181.76,9181.76,0.00
SINOSTEEL LNMTC,8,2,中钢洛耐,688119,河南省,-,106,中钢洛耐,河南省,"SINOSTEEL LUONAI MATERIALS TECHNOLOGY CO., LTD.",中钢洛耐,2,-,4,20220606,C,   D  F  NY         ,制造业,688119,中钢洛耐科技股份有限公司,20220606,410000,-,0379-64208540,N,   D  F  NY         ,熊建                          ,-,科创A,Y,新材料,上市,-,30,471000,中钢洛耐,-,dongban@lyrg.com.cn,非金属矿物制品业,-,-,-,410300,-,-,李旭杰,"SINOSTEEL LUONAI MATERIALS TECHNOLOGY CO., LTD.",河南省洛阳市涧西区西苑路1号,-,-,河南省洛阳市涧西区西苑路1号,112500.00,0.00,20250902,0.00,-,112500.00,112500.00,0.00
HWATSING,8,2,华海清科,688120,天津市,-,107,华海清科,天津市,"HWATSING TECHNOLOGY CO.,LTD.",华海清科,2,-,4,20220608,C,   D  F  NY         ,制造业,688120,华海清科股份有限公司,20220608,120000,-,022-59781962,N,   D  F  NY         ,王同庆                        ,-,科创A,Y,新一代信息技术,上市,-,35,300350,华海清科,-,ir@hwatsing.com,专用设备制造业,-,-,-,120000,-,-,陈圳寅,"HWATSING TECHNOLOGY CO.,LTD.",天津市津南区咸水沽镇聚兴道11号,-,-,天津市津南区咸水沽镇聚兴道11号,35340.51,0.00,20250902,0.00,-,35340.51,35340.51,0.00
SUPEZET,8,2,卓然股份,688121,上海市,-,108,卓然股份,上海市,"Shanghai Supezet Engineering Technology Corp., Ltd.",卓然技术,2,-,4,20210906,C,   D  F  NY         ,制造业,688121,上海卓然工程技术股份有限公司,20210906,310000,-,18501608819,N,   D  F  NY         ,张锦红                        ,-,科创A,Y,高端装备,上市,-,35,200335,卓然股份,-,supezet@supezet.com,专用设备制造业,-,-,-,310000,-,-,张笑毓,"Shanghai Supezet Engineering Technology Corp., Ltd.",上海市闵行区闵北路88弄1-30号104幢4楼D座,-,-,上海市长宁区临新路268弄3号6楼,23361.40,3094.73,20250902,0.00,-,20266.67,20266.67,0.00
